x  y  f(x,y)
2.200000  -0.900000  4.973541
2.300000  -0.900000  5.465440
2.400000  -0.900000  5.915668
-2.500000  -0.800000  4.355000
-2.400000  -0.800000  4.254332
-2.300000  -0.800000  4.234560
-2.200000  -0.800000  4.276459
-2.100000  -0.800000  4.356186
-2.000000  -0.800000  4.447415
-1.900000  -0.800000  4.523686
-1.800000  -0.800000  4.560764
-1.700000  -0.800000  4.538815
-1.600000  -0.800000  4.444165
-1.500000  -0.800000  4.270530
-1.400000  -0.800000  4.019576
-1.300000  -0.800000  3.700766
-1.200000  -0.800000  3.330520
-1.100000  -0.800000  2.930746
-1.000000  -0.800000  2.526880
-0.900000  -0.800000  2.145620
-0.800000  -0.800000  1.812537
-0.700000  -0.800000  1.549791
-0.600000  -0.800000  1.374152
-0.500000  -0.800000  1.295505
-0.400000  -0.800000  1.315961
-0.300000  -0.800000  1.429673
-0.200000  -0.800000  1.623358
-0.100000  -0.800000  1.877480
0.000000  -0.800000  2.168000
0.100000  -0.800000  2.468520
0.200000  -0.800000  2.752642
0.300000  -0.800000  2.996327
0.400000  -0.800000  3.180039
0.500000  -0.800000  3.290495
0.600000  -0.800000  3.321848
0.700000  -0.800000  3.276209
0.800000  -0.800000  3.163463
0.900000  -0.800000  3.000380
1.000000  -0.800000  2.809120
1.100000  -0.800000  2.615254
1.200000  -0.800000  2.445480
1.300000  -0.800000  2.325234
1.400000  -0.800000  2.276424
1.500000  -0.800000  2.315470
1.600000  -0.800000  2.451835
1.700000  -0.800000  2.687185
1.800000  -0.800000  3.015236
1.900000  -0.800000  3.422314
2.000000  -0.800000  3.888585
2.100000  -0.800000  4.389814
2.200000  -0.800000  4.899541
2.300000  -0.800000  5.391440
2.400000  -0.800000  5.841668
-2.500000  -0.700000  4.265000
-2.400000  -0.700000  4.164332
-2.300000  -0.700000  4.144560
-2.200000  -0.700000  4.186459
-2.100000  -0.700000  4.266186
-2.000000  -0.700000  4.357415
-1.900000  -0.700000  4.433686
-1.800000  -0.700000  4.470764
-1.700000  -0.700000  4.448815
-1.600000  -0.700000  4.354165
-1.500000  -0.700000  4.180530
-1.400000  -0.700000  3.929576
-1.300000  -0.700000  3.610766
-1.200000  -0.700000  3.240520
-1.100000  -0.700000  2.840746
-1.000000  -0.700000  2.436880
-0.900000  -0.700000  2.055620
-0.800000  -0.700000  1.722537
-0.700000  -0.700000  1.459791
-0.600000  -0.700000  1.284152
-0.500000  -0.700000  1.205505
-0.400000  -0.700000  1.225961
-0.300000  -0.700000  1.339673
-0.200000  -0.700000  1.533358
-0.100000  -0.700000  1.787480
0.000000  -0.700000  2.078000
0.100000  -0.700000  2.378520
0.200000  -0.700000  2.662642
0.300000  -0.700000  2.906327
0.400000  -0.700000  3.090039
0.500000  -0.700000  3.200495
0.600000  -0.700000  3.231848
0.700000  -0.700000  3.186209
0.800000  -0.700000  3.073463
0.900000  -0.700000  2.910380
1.000000  -0.700000  2.719120
1.100000  -0.700000  2.525254
1.200000  -0.700000  2.355480
1.300000  -0.700000  2.235234
1.400000  -0.700000  2.186424
1.500000  -0.700000  2.225470
1.600000  -0.700000  2.361835
1.700000  -0.700000  2.597185
1.800000  -0.700000  2.925236
1.900000  -0.700000  3.332314
2.000000  -0.700000  3.798585
2.100000  -0.700000  4.299814
2.200000  -0.700000  4.809541
2.300000  -0.700000  5.301440
2.400000  -0.700000  5.751668
-2.500000  -0.600000  4.159000
-2.400000  -0.600000  4.058332
-2.300000  -0.600000  4.038560
-2.200000  -0.600000  4.080459
-2.100000  -0.600000  4.160186
-2.000000  -0.600000  4.251415
-1.900000  -0.600000  4.327686
-1.800000  -0.600000  4.364764
-1.700000  -0.600000  4.342815
-1.600000  -0.600000  4.248165
-1.500000  -0.600000  4.074530
-1.400000  -0.600000  3.823576
-1.300000  -0.600000  3.504766
-1.200000  -0.600000  3.134520
-1.100000  -0.600000  2.734746
-1.000000  -0.600000  2.330880
-0.900000  -0.600000  1.949620
-0.800000  -0.600000  1.616537
-0.700000  -0.600000  1.353791
-0.600000  -0.600000  1.178152
-0.500000  -0.600000  1.099505
-0.400000  -0.600000  1.119961
-0.300000  -0.600000  1.233673
-0.200000  -0.600000  1.427358
-0.100000  -0.600000  1.681480
0.000000  -0.600000  1.972000
0.100000  -0.600000  2.272520
0.200000  -0.600000  2.556642
0.300000  -0.600000  2.800327
0.400000  -0.600000  2.984039
0.500000  -0.600000  3.094495
0.600000  -0.600000  3.125848
0.700000  -0.600000  3.080209
0.800000  -0.600000  2.967463
0.900000  -0.600000  2.804380
1.000000  -0.600000  2.613120
1.100000  -0.600000  2.419254
1.200000  -0.600000  2.249480
1.300000  -0.600000  2.129234
1.400000  -0.600000  2.080424
1.500000  -0.600000  2.119470
1.600000  -0.600000  2.255835
1.700000  -0.600000  2.491185
1.800000  -0.600000  2.819236
1.900000  -0.600000  3.226314
2.000000  -0.600000  3.692585
2.100000  -0.600000  4.193814
2.200000  -0.600000  4.703541
2.300000  -0.600000  5.195440
2.400000  -0.600000  5.645668
-2.500000  -0.500000  4.037000
-2.400000  -0.500000  3.936332
-2.300000  -0.500000  3.916560
-2.200000  -0.500000  3.958459
-2.100000  -0.500000  4.038186
-2.000000  -0.500000  4.129415
-1.900000  -0.500000  4.205686
-1.800000  -0.500000  4.242764
-1.700000  -0.500000  4.220815
-1.600000  -0.500000  4.126165
-1.500000  -0.500000  3.952530
-1.400000  -0.500000  3.701576
-1.300000  -0.500000  3.382766
-1.200000  -0.500000  3.012520
-1.100000  -0.500000  2.612746
-1.000000  -0.500000  2.208880
-0.900000  -0.500000  1.827620
-0.800000  -0.500000  1.494537
-0.700000  -0.500000  1.231791
-0.600000  -0.500000  1.056152
-0.500000  -0.500000  0.977505
-0.400000  -0.500000  0.997961
-0.300000  -0.500000  1.111673
-0.200000  -0.500000  1.305358
-0.100000  -0.500000  1.559480
0.000000  -0.500000  1.850000
0.100000  -0.500000  2.150520
0.200000  -0.500000  2.434642
0.300000  -0.500000  2.678327
0.400000  -0.500000  2.862039
0.500000  -0.500000  2.972495
0.600000  -0.500000  3.003848
0.700000  -0.500000  2.958209
0.800000  -0.500000  2.845463
0.900000  -0.500000  2.682380
1.000000  -0.500000  2.491120
1.100000  -0.500000  2.297254
1.200000  -0.500000  2.127480
1.300000  -0.500000  2.007234
1.400000  -0.500000  1.958424
1.500000  -0.500000  1.997470
1.600000  -0.500000  2.133835
1.700000  -0.500000  2.369185
1.800000  -0.500000  2.697236
1.900000  -0.500000  3.104314
2.000000  -0.500000  3.570585
2.100000  -0.500000  4.071814
2.200000  -0.500000  4.581541
2.300000  -0.500000  5.073440
2.400000  -0.500000  5.523668
-2.500000  -0.400000  3.899000
-2.400000  -0.400000  3.798332
-2.300000  -0.400000  3.778560
-2.200000  -0.400000  3.820459
-2.100000  -0.400000  3.900186
-2.000000  -0.400000  3.991415
-1.900000  -0.400000  4.067686
-1.800000  -0.400000  4.104764
-1.700000  -0.400000  4.082815
-1.600000  -0.400000  3.988165
-1.500000  -0.400000  3.814530
-1.400000  -0.400000  3.563576
-1.300000  -0.400000  3.244766
-1.200000  -0.400000  2.874520
-1.100000  -0.400000  2.474746
-1.000000  -0.400000  2.070880
-0.900000  -0.400000  1.689620
-0.800000  -0.400000  1.356537
-0.700000  -0.400000  1.093791
-0.600000  -0.400000  0.918152
-0.500000  -0.400000  0.839505
-0.400000  -0.400000  0.859961
-0.300000  -0.400000  0.973673
-0.200000  -0.400000  1.167358
-0.100000  -0.400000  1.421480
0.000000  -0.400000  1.712000
0.100000  -0.400000  2.012520
0.200000  -0.400000  2.296642
0.300000  -0.400000  2.540327
0.400000  -0.400000  2.724039
0.500000  -0.400000  2.834495
0.600000  -0.400000  2.865848
0.700000  -0.400000  2.820209
0.800000  -0.400000  2.707463
0.900000  -0.400000  2.544380
1.000000  -0.400000  2.353120
1.100000  -0.400000  2.159254
1.200000  -0.400000  1.989480
1.300000  -0.400000  1.869234
1.400000  -0.400000  1.820424
1.500000  -0.400000  1.859470
1.600000  -0.400000  1.995835
1.700000  -0.400000  2.231185
1.800000  -0.400000  2.559236
1.900000  -0.400000  2.966314
2.000000  -0.400000  3.432585
2.100000  -0.400000  3.933814
2.200000  -0.400000  4.443541
2.300000  -0.400000  4.935440
2.400000  -0.400000  5.385668
-2.500000  -0.300000  3.745000
-2.400000  -0.300000  3.644332
-2.300000  -0.300000  3.624560
-2.200000  -0.300000  3.666459
-2.100000  -0.300000  3.746186
-2.000000  -0.300000  3.837415
-1.900000  -0.300000  3.913686
-1.800000  -0.300000  3.950764
-1.700000  -0.300000  3.928815
-1.600000  -0.300000  3.834165
-1.500000  -0.300000  3.660530
-1.400000  -0.300000  3.409576
-1.300000  -0.300000  3.090766
-1.200000  -0.300000  2.720520
-1.100000  -0.300000  2.320746
-1.000000  -0.300000  1.916880
-0.900000  -0.300000  1.535620
-0.800000  -0.300000  1.202537
-0.700000  -0.300000  0.939791
-0.600000  -0.300000  0.764152
-0.500000  -0.300000  0.685505
-0.400000  -0.300000  0.705961
-0.300000  -0.300000  0.819673
-0.200000  -0.300000  1.013358
-0.100000  -0.300000  1.267480
0.000000  -0.300000  1.558000
0.100000  -0.300000  1.858520
0.200000  -0.300000  2.142642
0.300000  -0.300000  2.386327
0.400000  -0.300000  2.570039
0.500000  -0.300000  2.680495
0.600000  -0.300000  2.711848
0.700000  -0.300000  2.666209
0.800000  -0.300000  2.553463
0.900000  -0.300000  2.390380
1.000000  -0.300000  2.199120
1.100000  -0.300000  2.005254
1.200000  -0.300000  1.835480
1.300000  -0.300000  1.715234
1.400000  -0.300000  1.666424
1.500000  -0.300000  1.705470
1.600000  -0.300000  1.841835
1.700000  -0.300000  2.077185
1.800000  -0.300000  2.405236
1.900000  -0.300000  2.812314
2.000000  -0.300000  3.278585
2.100000  -0.300000  3.779814
2.200000  -0.300000  4.289541
2.300000  -0.300000  4.781440
2.400000  -0.300000  5.231668
-2.500000  -0.200000  3.575000
-2.400000  -0.200000  3.474332
-2.300000  -0.200000  3.454560
-2.200000  -0.200000  3.496459
-2.100000  -0.200000  3.576186
-2.000000  -0.200000  3.667415
-1.900000  -0.200000  3.743686
-1.800000  -0.200000  3.780764
-1.700000  -0.200000  3.758815
-1.600000  -0.200000  3.664165
-1.500000  -0.200000  3.490530
-1.400000  -0.200000  3.239576
-1.300000  -0.200000  2.920766
-1.200000  -0.200000  2.550520
-1.100000  -0.200000  2.150746
-1.000000  -0.200000  1.746880
-0.900000  -0.200000  1.365620
-0.800000  -0.200000  1.032537
-0.700000  -0.200000  0.769791
-0.600000  -0.200000  0.594152
-0.500000  -0.200000  0.515505
-0.400000  -0.200000  0.535961
-0.300000  -0.200000  0.649673
-0.200000  -0.200000  0.843358
-0.100000  -0.200000  1.097480
0.000000  -0.200000  1.388000
0.100000  -0.200000  1.688520
0.200000  -0.200000  1.972642
0.300000  -0.200000  2.216327
0.400000  -0.200000  2.400039
0.500000  -0.200000  2.510495
0.600000  -0.200000  2.541848
0.700000  -0.200000  2.496209
0.800000  -0.200000  2.383463
0.900000  -0.200000  2.220380
1.000000  -0.200000  2.029120
1.100000  -0.200000  1.835254
1.200000  -0.200000  1.665480
1.300000  -0.200000  1.545234
1.400000  -0.200000  1.496424
1.500000  -0.200000  1.535470
1.600000  -0.200000  1.671835
1.700000  -0.200000  1.907185
1.800000  -0.200000  2.235236
1.900000  -0.200000  2.642314
2.000000  -0.200000  3.108585
2.100000  -0.200000  3.609814
2.200000  -0.200000  4.119541
2.300000  -0.200000  4.611440
2.400000  -0.200000  5.061668
-2.500000  -0.100000  3.389000
-2.400000  -0.100000  3.288332
-2.300000  -0.100000  3.268560
-2.200000  -0.100000  3.310459
-2.100000  -0.100000  3.390186
-2.000000  -0.100000  3.481415
-1.900000  -0.100000  3.557686
-1.800000  -0.100000  3.594764
-1.700000  -0.100000  3.572815
-1.600000  -0.100000  3.478165
-1.500000  -0.100000  3.304530
-1.400000  -0.100000  3.053576
-1.300000  -0.100000  2.734766
-1.200000  -0.100000  2.364520
-1.100000  -0.100000  1.964746
-1.000000  -0.100000  1.560880
-0.900000  -0.100000  1.179620
-0.800000  -0.100000  0.846537
-0.700000  -0.100000  0.583791
-0.600000  -0.100000  0.408152
-0.500000  -0.100000  0.329505
-0.400000  -0.100000  0.349961
-0.300000  -0.100000  0.463673
-0.200000  -0.100000  0.657358
-0.100000  -0.100000  0.911480
0.000000  -0.100000  1.202000
0.100000  -0.100000  1.502520
0.200000  -0.100000  1.786642
0.300000  -0.100000  2.030327
0.400000  -0.100000  2.214039
0.500000  -0.100000  2.324495
0.600000  -0.100000  2.355848
0.700000  -0.100000  2.310209
0.800000  -0.100000  2.197463
0.900000  -0.100000  2.034380
1.000000  -0.100000  1.843120
1.100000  -0.100000  1.649254
1.200000  -0.100000  1.479480
1.300000  -0.100000  1.359234
1.400000  -0.100000  1.310424
1.500000  -0.100000  1.349470
1.600000  -0.100000  1.485835
1.700000  -0.100000  1.721185
1.800000  -0.100000  2.049236
1.900000  -0.100000  2.456314
2.000000  -0.100000  2.922585
2.100000  -0.100000  3.423814
2.200000  -0.100000  3.933541
2.300000  -0.100000  4.425440
2.400000  -0.100000  4.875668
-2.500000  0.000000  3.187000
-2.400000  0.000000  3.086332
-2.300000  0.000000  3.066560
-2.200000  0.000000  3.108459
-2.100000  0.000000  3.188186
-2.000000  0.000000  3.279415
-1.900000  0.000000  3.355686
-1.800000  0.000000  3.392764
-1.700000  0.000000  3.370815
-1.600000  0.000000  3.276165
-1.500000  0.000000  3.102530
-1.400000  0.000000  2.851576
-1.300000  0.000000  2.532766
-1.200000  0.000000  2.162520
-1.100000  0.000000  1.762746
-1.000000  0.000000  1.358880
-0.900000  0.000000  0.977620
-0.800000  0.000000  0.644537
-0.700000  0.000000  0.381791
-0.600000  0.000000  0.206152
-0.500000  0.000000  0.127505
-0.400000  0.000000  0.147961
-0.300000  0.000000  0.261673
-0.200000  0.000000  0.455358
-0.100000  0.000000  0.709480
0.000000  0.000000  1.000000
0.100000  0.000000  1.300520
0.200000  0.000000  1.584642
0.300000  0.000000  1.828327
0.400000  0.000000  2.012039
0.500000  0.000000  2.122495
0.600000  0.000000  2.153848
0.700000  0.000000  2.108209
0.800000  0.000000  1.995463
0.900000  0.000000  1.832380
1.000000  0.000000  1.641120
1.100000  0.000000  1.447254
1.200000  0.000000  1.277480
1.300000  0.000000  1.157234
1.400000  0.000000  1.108424
1.500000  0.000000  1.147470
1.600000  0.000000  1.283835
1.700000  0.000000  1.519185
1.800000  0.000000  1.847236
1.900000  0.000000  2.254314
2.000000  0.000000  2.720585
2.100000  0.000000  3.221814
2.200000  0.000000  3.731541
2.300000  0.000000  4.223440
2.400000  0.000000  4.673668
-2.500000  0.100000  2.969000
-2.400000  0.100000  2.868332
-2.300000  0.100000  2.848560
-2.200000  0.100000  2.890459
-2.100000  0.100000  2.970186
-2.000000  0.100000  3.061415
-1.900000  0.100000  3.137686
-1.800000  0.100000  3.174764
-1.700000  0.100000  3.152815
-1.600000  0.100000  3.058165
-1.500000  0.100000  2.884530
-1.400000  0.100000  2.633576
-1.300000  0.100000  2.314766
-1.200000  0.100000  1.944520
-1.100000  0.100000  1.544746
-1.000000  0.100000  1.140880
-0.900000  0.100000  0.759620
-0.800000  0.100000  0.426537
-0.700000  0.100000  0.163791
-0.600000  0.100000  -0.011848
-0.500000  0.100000  -0.090495
-0.400000  0.100000  -0.070039
-0.300000  0.100000  0.043673
-0.200000  0.100000  0.237358
-0.100000  0.100000  0.491480
0.000000  0.100000  0.782000
0.100000  0.100000  1.082520
0.200000  0.100000  1.366642
0.300000  0.100000  1.610327
0.400000  0.100000  1.794039
0.500000  0.100000  1.904495
0.600000  0.100000  1.935848
0.700000  0.100000  1.890209
0.800000  0.100000  1.777463
0.900000  0.100000  1.614380
1.000000  0.100000  1.423120
1.100000  0.100000  1.229254
1.200000  0.100000  1.059480
1.300000  0.100000  0.939234
1.400000  0.100000  0.890424
1.500000  0.100000  0.929470
1.600000  0.100000  1.065835
1.700000  0.100000  1.301185
1.800000  0.100000  1.629236
1.900000  0.100000  2.036314
2.000000  0.100000  2.502585
2.100000  0.100000  3.003814
2.200000  0.100000  3.513541
2.300000  0.100000  4.005440
2.400000  0.100000  4.455668
-2.500000  0.200000  2.735000
-2.400000  0.200000  2.634332
-2.300000  0.200000  2.614560
-2.200000  0.200000  2.656459
-2.100000  0.200000  2.736186
-2.000000  0.200000  2.827415
-1.900000  0.200000  2.903686
-1.800000  0.200000  2.940764
-1.700000  0.200000  2.918815
-1.600000  0.200000  2.824165
-1.500000  0.200000  2.650530
-1.400000  0.200000  2.399576
-1.300000  0.200000  2.080766
-1.200000  0.200000  1.710520
-1.100000  0.200000  1.310746
-1.000000  0.200000  0.906880
-0.900000  0.200000  0.525620
-0.800000  0.200000  0.192537
-0.700000  0.200000  -0.070209
-0.600000  0.200000  -0.245848
-0.500000  0.200000  -0.324495
-0.400000  0.200000  -0.304039
-0.300000  0.200000  -0.190327
-0.200000  0.200000  0.003358
-0.100000  0.200000  0.257480
0.000000  0.200000  0.548000
0.100000  0.200000  0.848520
0.200000  0.200000  1.132642
0.300000  0.200000  1.376327
0.400000  0.200000  1.560039
0.500000  0.200000  1.670495
0.600000  0.200000  1.701848
0.700000  0.200000  1.656209
0.800000  0.200000  1.543463
0.900000  0.200000  1.380380
1.000000  0.200000  1.189120
1.100000  0.200000  0.995254
1.200000  0.200000  0.825480
1.300000  0.200000  0.705234
1.400000  0.200000  0.656424
1.500000  0.200000  0.695470
1.600000  0.200000  0.831835
1.700000  0.200000  1.067185
1.800000  0.200000  1.395236
1.900000  0.200000  1.802314
2.000000  0.200000  2.268585
2.100000  0.200000  2.769814
2.200000  0.200000  3.279541
2.300000  0.200000  3.771440
2.400000  0.200000  4.221668
-2.500000  0.300000  2.485000
-2.400000  0.300000  2.384332
-2.300000  0.300000  2.364560
-2.200000  0.300000  2.406459
-2.100000  0.300000  2.486186
-2.000000  0.300000  2.577415
-1.900000  0.300000  2.653686
-1.800000  0.300000  2.690764
-1.700000  0.300000  2.668815
-1.600000  0.300000  2.574165
-1.500000  0.300000  2.400530
-1.400000  0.300000  2.149576
-1.300000  0.300000  1.830766
-1.200000  0.300000  1.460520
-1.100000  0.300000  1.060746
-1.000000  0.300000  0.656880
-0.900000  0.300000  0.275620
-0.800000  0.300000  -0.057463
-0.700000  0.300000  -0.320209
-0.600000  0.300000  -0.495848
-0.500000  0.300000  -0.574495
-0.400000  0.300000  -0.554039
-0.300000  0.300000  -0.440327
-0.200000  0.300000  -0.246642
-0.100000  0.300000  0.007480
0.000000  0.300000  0.298000
0.100000  0.300000  0.598520
0.200000  0.300000  0.882642
0.300000  0.300000  1.126327
0.400000  0.300000  1.310039
0.500000  0.300000  1.420495
0.600000  0.300000  1.451848
0.700000  0.300000  1.406209
0.800000  0.300000  1.293463
0.900000  0.300000  1.130380
1.000000  0.300000  0.939120
1.100000  0.300000  0.745254
1.200000  0.300000  0.575480
1.300000  0.300000  0.455234
1.400000  0.300000  0.406424
1.500000  0.300000  0.445470
1.600000  0.300000  0.581835
1.700000  0.300000  0.817185
1.800000  0.300000  1.145236
1.900000  0.300000  1.552314
2.000000  0.300000  2.018585
2.100000  0.300000  2.519814
2.200000  0.300000  3.029541
2.300000  0.300000  3.521440
2.400000  0.300000  3.971668
-2.500000  0.400000  2.219000
-2.400000  0.400000  2.118332
-2.300000  0.400000  2.098560
-2.200000  0.400000  2.140459
-2.100000  0.400000  2.220186
-2.000000  0.400000  2.311415
-1.900000  0.400000  2.387686
-1.800000  0.400000  2.424764
-1.700000  0.400000  2.402815
-1.600000  0.400000  2.308165
-1.500000  0.400000  2.134530
-1.400000  0.400000  1.883576
-1.300000  0.400000  1.564766
-1.200000  0.400000  1.194520
-1.100000  0.400000  0.794746
-1.000000  0.400000  0.390880
-0.900000  0.400000  0.009620
-0.800000  0.400000  -0.323463
-0.700000  0.400000  -0.586209
-0.600000  0.400000  -0.761848
-0.500000  0.400000  -0.840495
-0.400000  0.400000  -0.820039
-0.300000  0.400000  -0.706327
-0.200000  0.400000  -0.512642
-0.100000  0.400000  -0.258520
0.000000  0.400000  0.032000
0.100000  0.400000  0.332520
0.200000  0.400000  0.616642
0.300000  0.400000  0.860327
0.400000  0.400000  1.044039
0.500000  0.400000  1.154495
0.600000  0.400000  1.185848
0.700000  0.400000  1.140209
0.800000  0.400000  1.027463
0.900000  0.400000  0.864380
1.000000  0.400000  0.673120
1.100000  0.400000  0.479254
1.200000  0.400000  0.309480
1.300000  0.400000  0.189234
1.400000  0.400000  0.140424
1.500000  0.400000  0.179470
1.600000  0.400000  0.315835
1.700000  0.400000  0.551185
1.800000  0.400000  0.879236
1.900000  0.400000  1.286314
2.000000  0.400000  1.752585
2.100000  0.400000  2.253814
2.200000  0.400000  2.763541
2.300000  0.400000  3.255440
2.400000  0.400000  3.705668
-2.500000  0.500000  1.937000
-2.400000  0.500000  1.836332
-2.300000  0.500000  1.816560
-2.200000  0.500000  1.858459
-2.100000  0.500000  1.938186
-2.000000  0.500000  2.029415
-1.900000  0.500000  2.105686
-1.800000  0.500000  2.142764
-1.700000  0.500000  2.120815
-1.600000  0.500000  2.026165
-1.500000  0.500000  1.852530
-1.400000  0.500000  1.601576
-1.300000  0.500000  1.282766
-1.200000  0.500000  0.912520
-1.100000  0.500000  0.512746
-1.000000  0.500000  0.108880
-0.900000  0.500000  -0.272380
-0.800000  0.500000  -0.605463
-0.700000  0.500000  -0.868209
-0.600000  0.500000  -1.043848
-0.500000  0.500000  -1.122495
-0.400000  0.500000  -1.102039
-0.300000  0.500000  -0.988327
-0.200000  0.500000  -0.794642
-0.100000  0.500000  -0.540520
0.000000  0.500000  -0.250000
0.100000  0.500000  0.050520
0.200000  0.500000  0.334642
0.300000  0.500000  0.578327
0.400000  0.500000  0.762039
0.500000  0.500000  0.872495
0.600000  0.500000  0.903848
0.700000  0.500000  0.858209
0.800000  0.500000  0.745463
0.900000  0.500000  0.582380
1.000000  0.500000  0.391120
1.100000  0.500000  0.197254
1.200000  0.500000  0.027480
1.300000  0.500000  -0.092766
1.400000  0.500000  -0.141576
1.500000  0.500000  -0.102530
1.600000  0.500000  0.033835
1.700000  0.500000  0.269185
1.800000  0.500000  0.597236
1.900000  0.500000  1.004314
2.000000  0.500000  1.470585
2.100000  0.500000  1.971814
2.200000  0.500000  2.481541
2.300000  0.500000  2.973440
2.400000  0.500000  3.423668
-2.500000  0.600000  1.639000
-2.400000  0.600000  1.538332
-2.300000  0.600000  1.518560
-2.200000  0.600000  1.560459
-2.100000  0.600000  1.640186
-2.000000  0.600000  1.731415
-1.900000  0.600000  1.807686
-1.800000  0.600000  1.844764
-1.700000  0.600000  1.822815
-1.600000  0.600000  1.728165
-1.500000  0.600000  1.554530
-1.400000  0.600000  1.303576
-1.300000  0.600000  0.984766
-1.200000  0.600000  0.614520
-1.100000  0.600000  0.214746
-1.000000  0.600000  -0.189120
-0.900000  0.600000  -0.570380
-0.800000  0.600000  -0.903463
-0.700000  0.600000  -1.166209
-0.600000  0.600000  -1.341848
-0.500000  0.600000  -1.420495
-0.400000  0.600000  -1.400039
-0.300000  0.600000  -1.286327
-0.200000  0.600000  -1.092642
-0.100000  0.600000  -0.838520
0.000000  0.600000  -0.548000
0.100000  0.600000  -0.247480
0.200000  0.600000  0.036642
0.300000  0.600000  0.280327
0.400000  0.600000  0.464039
0.500000  0.600000  0.574495
0.600000  0.600000  0.605848
0.700000  0.600000  0.560209
0.800000  0.600000  0.447463
0.900000  0.600000  0.284380
1.000000  0.600000  0.093120
1.100000  0.600000  -0.100746
1.200000  0.600000  -0.270520
1.300000  0.600000  -0.390766
1.400000  0.600000  -0.439576
1.500000  0.600000  -0.400530
1.600000  0.600000  -0.264165
1.700000  0.600000  -0.028815
1.800000  0.600000  0.299236
1.900000  0.600000  0.706314
2.000000  0.600000  1.172585
2.100000  0.600000  1.673814
2.200000  0.600000  2.183541
2.300000  0.600000  2.675440
2.400000  0.600000  3.125668
-2.500000  0.700000  1.325000
-2.400000  0.700000  1.224332
-2.300000  0.700000  1.204560
-2.200000  0.700000  1.246459
-2.100000  0.700000  1.326186
-2.000000  0.700000  1.417415
-1.900000  0.700000  1.493686
-1.800000  0.700000  1.530764
-1.700000  0.700000  1.508815
-1.600000  0.700000  1.414165
-1.500000  0.700000  1.240530
-1.400000  0.700000  0.989576
-1.300000  0.700000  0.670766
-1.200000  0.700000  0.300520
-1.100000  0.700000  -0.099254
-1.000000  0.700000  -0.503120
-0.900000  0.700000  -0.884380
-0.800000  0.700000  -1.217463
-0.700000  0.700000  -1.480209
-0.600000  0.700000  -1.655848
-0.500000  0.700000  -1.734495
-0.400000  0.700000  -1.714039
-0.300000  0.700000  -1.600327
-0.200000  0.700000  -1.406642
-0.100000  0.700000  -1.152520
0.000000  0.700000  -0.862000
0.100000  0.700000  -0.561480
0.200000  0.700000  -0.277358
0.300000  0.700000  -0.033673
0.400000  0.700000  0.150039
0.500000  0.700000  0.260495
0.600000  0.700000  0.291848
0.700000  0.700000  0.246209
0.800000  0.700000  0.133463
0.900000  0.700000  -0.029620
1.000000  0.700000  -0.220880
1.100000  0.700000  -0.414746
1.200000  0.700000  -0.584520
1.300000  0.700000  -0.704766
1.400000  0.700000  -0.753576
1.500000  0.700000  -0.714530
1.600000  0.700000  -0.578165
1.700000  0.700000  -0.342815
1.800000  0.700000  -0.014764
1.900000  0.700000  0.392314
2.000000  0.700000  0.858585
2.100000  0.700000  1.359814
2.200000  0.700000  1.869541
2.300000  0.700000  2.361440
2.400000  0.700000  2.811668
-2.500000  0.800000  0.995000
-2.400000  0.800000  0.894332
-2.300000  0.800000  0.874560
-2.200000  0.800000  0.916459
-2.100000  0.800000  0.996186
-2.000000  0.800000  1.087415
-1.900000  0.800000  1.163686
-1.800000  0.800000  1.200764
-1.700000  0.800000  1.178815
-1.600000  0.800000  1.084165
-1.500000  0.800000  0.910530
-1.400000  0.800000  0.659576
-1.300000  0.800000  0.340766
-1.200000  0.800000  -0.029480
-1.100000  0.800000  -0.429254
-1.000000  0.800000  -0.833120
-0.900000  0.800000  -1.214380
-0.800000  0.800000  -1.547463
-0.700000  0.800000  -1.810209
-0.600000  0.800000  -1.985848
-0.500000  0.800000  -2.064495
-0.400000  0.800000  -2.044039
-0.300000  0.800000  -1.930327
-0.200000  0.800000  -1.736642
-0.100000  0.800000  -1.482520
0.000000  0.800000  -1.192000
0.100000  0.800000  -0.891480
0.200000  0.800000  -0.607358
0.300000  0.800000  -0.363673
0.400000  0.800000  -0.179961
0.500000  0.800000  -0.069505
0.600000  0.800000  -0.038152
0.700000  0.800000  -0.083791
0.800000  0.800000  -0.196537
0.900000  0.800000  -0.359620
1.000000  0.800000  -0.550880
1.100000  0.800000  -0.744746
1.200000  0.800000  -0.914520
1.300000  0.800000  -1.034766
1.400000  0.800000  -1.083576
1.500000  0.800000  -1.044530
1.600000  0.800000  -0.908165
1.700000  0.800000  -0.672815
1.800000  0.800000  -0.344764
1.900000  0.800000  0.062314
2.000000  0.800000  0.528585
2.100000  0.800000  1.029814
2.200000  0.800000  1.539541
2.300000  0.800000  2.031440
2.400000  0.800000  2.481668
-2.500000  0.900000  0.649000
-2.400000  0.900000  0.548332
-2.300000  0.900000  0.528560
-2.200000  0.900000  0.570459
-2.100000  0.900000  0.650186
-2.000000  0.900000  0.741415
-1.900000  0.900000  0.817686
-1.800000  0.900000  0.854764
-1.700000  0.900000  0.832815
-1.600000  0.900000  0.738165
-1.500000  0.900000  0.564530
-1.400000  0.900000  0.313576
-1.300000  0.900000  -0.005234
-1.200000  0.900000  -0.375480
-1.100000  0.900000  -0.775254
